"","Name","classId","MeshClass"
"1317","Chlorpropamide","D007004","Hypoglycemic Agents"
"1318","aprepitant","D000932","Antiemetics"
"1319","aprepitant","D064729","Neurokinin-1 Receptor Antagonists"
"1320","Galantamine","D002800","Cholinesterase Inhibitors"
"1321","Galantamine","D010277","Parasympathomimetics"
"1322","Galantamine","D018697","Nootropic Agents"
"1323","Tamoxifen","D004965","Estrogen Antagonists"
"1324","Tamoxifen","D018931","Antineoplastic Agents, Hormonal"
"1325","Tamoxifen","D020845","Selective Estrogen Receptor Modulators"
"1326","Tamoxifen","D050071","Bone Density Conservation Agents"
"1327","Isoflurophate","D002800","Cholinesterase Inhibitors"
"1328","Isoflurophate","D011480","Protease Inhibitors"
"1329","Losartan","D000889","Anti-Arrhythmia Agents"
"1330","Losartan","D000959","Antihypertensive Agents"
"1331","Losartan","D047228","Angiotensin II Type 1 Receptor Blockers"
"1332","Thioridazine","D014150","Antipsychotic Agents"
"1333","Thioridazine","D018492","Dopamine Antagonists"
"1334","Moricizine","D000889","Anti-Arrhythmia Agents"
"1335","Moricizine","D061567","Voltage-Gated Sodium Channel Blockers"
"1336","Amphotericin","D000563","Amebicides"
"1337","Amphotericin","D000900","Anti-Bacterial Agents"
"1338","Amphotericin","D000935","Antifungal Agents"
"1339","Amphotericin","D000981","Antiprotozoal Agents"
"1340","Warfarin","D000925","Anticoagulants"
"1341","Midazolam","D000759","Adjuvants, Anesthesia"
"1342","Midazolam","D006993","Hypnotics and Sedatives"
"1343","Midazolam","D014151","Anti-Anxiety Agents"
"1344","Midazolam","D018686","Anesthetics, Intravenous"
"1345","Midazolam","D018757","GABA Modulators"
"1346","Tobramycin","D000900","Anti-Bacterial Agents"
"1347","trovafloxacin","D000890","Anti-Infective Agents"
"1348","trovafloxacin","D059005","Topoisomerase II Inhibitors"
"1349","Fludrocortisone","D000893","Anti-Inflammatory Agents"
"1350","MYCOPHENOLATE","N0000175613","Antimetabolite Immunosuppressant"
"1351","Flurazepam","D006993","Hypnotics and Sedatives"
"1352","Flurazepam","D014151","Anti-Anxiety Agents"
"1353","Flurazepam","D018757","GABA Modulators"
"1354","moexipril","D000806","Angiotensin-Converting Enzyme Inhibitors"
"1355","moexipril","D000959","Antihypertensive Agents"
"1356","Phentolamine","D000317","Adrenergic alpha-Antagonists"
"1357","Phentolamine","D000959","Antihypertensive Agents"
"1358","Fluorescein","D003287","Contrast Media"
"1359","Daunorubicin","D000903","Antibiotics, Antineoplastic"
"1360","Daunorubicin","D059005","Topoisomerase II Inhibitors"
"1361","Furosemide","D004232","Diuretics"
"1362","Furosemide","D049994","Sodium Potassium Chloride Symporter Inhibitors"
"1363","Ergotamine","D010120","Oxytocics"
"1364","Ergotamine","D014662","Vasoconstrictor Agents"
"1365","Ergotamine","D017366","Serotonin Receptor Agonists"
"1366","Ergotamine","D018712","Analgesics, Non-Narcotic"
"1367","Ergotamine","D058646","Adrenergic alpha-1 Receptor Agonists"
"1368","tizanidine","D000700","Analgesics"
"1369","tizanidine","D000927","Anticonvulsants"
"1370","tizanidine","D009125","Muscle Relaxants, Central"
"1371","tizanidine","D010276","Parasympatholytics"
"1372","tizanidine","D058647","Adrenergic alpha-2 Receptor Agonists"
"1373","Nitrofurantoin","D000892","Anti-Infective Agents, Urinary"
"1374","Nicergoline","D000317","Adrenergic alpha-Antagonists"
"1375","Nicergoline","D014665","Vasodilator Agents"
"1376","Nicergoline","D018697","Nootropic Agents"
"1377","eplerenone","D000451","Mineralocorticoid Receptor Antagonists"
"1378","Amprenavir","D000904","Antibiotics, Antitubercular"
"1379","Amprenavir","D017320","HIV Protease Inhibitors"
"1380","Amprenavir","D019380","Anti-HIV Agents"
"1381","icodextrin","D015314","Dialysis Solutions"
"1382","Methazolamide","D002257","Carbonic Anhydrase Inhibitors"
"1383","Methazolamide","D004232","Diuretics"
"1384","Naltrexone","D009292","Narcotic Antagonists"
"1385","Delavirdine","D018894","Reverse Transcriptase Inhibitors"
"1386","Delavirdine","D019380","Anti-HIV Agents"
"1387","tamsulosin","D058668","Adrenergic alpha-1 Receptor Antagonists"
"1388","tamsulosin","D064804","Urological Agents"
"1389","Sufentanil","D000701","Analgesics, Opioid"
"1390","Sufentanil","D000759","Adjuvants, Anesthesia"
"1391","Sufentanil","D009294","Narcotics"
"1392","Sufentanil","D018686","Anesthetics, Intravenous"
"1393","Lamivudine","D018894","Reverse Transcriptase Inhibitors"
"1394","Lamivudine","D019380","Anti-HIV Agents"
"1395","Ibandronate","D050071","Bone Density Conservation Agents"
"1396","Diethylcarbamazine","D005369","Filaricides"
"1397","Diethylcarbamazine","D016859","Lipoxygenase Inhibitors"
"1398","Flurbiprofen","D000700","Analgesics"
"1399","Flurbiprofen","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"1400","Flurbiprofen","D016861","Cyclooxygenase Inhibitors"
"1401","Oxacillin","D000900","Anti-Bacterial Agents"
"1402","Apomorphine","D004639","Emetics"
"1403","Apomorphine","D018491","Dopamine Agonists"
"1404","Paroxetine","D017367","Serotonin Uptake Inhibitors"
"1405","Paroxetine","D018687","Antidepressive Agents, Second-Generation"
"1406","Nedocromil","D000893","Anti-Inflammatory Agents"
"1407","Nedocromil","D018926","Anti-Allergic Agents"
"1408","Nedocromil","D018927","Anti-Asthmatic Agents"
"1409","Norethindrone","D003280","Contraceptives, Oral, Synthetic"
"1410","adefovir","D000998","Antiviral Agents"
"1411","adefovir","D018894","Reverse Transcriptase Inhibitors"
"1412","adefovir","N0000000999","Drug Hypersensitivity"
"1413","adefovir","N0000001501","Hepatitis B"
"1414","adefovir","N0000175656","Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor"
"1415","adefovir","N0000175656","Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor"
"1416","adefovir","N0000175459","Nucleoside Analog"
"1417","adefovir","N0000010035","adefovir"
"1418","adefovir","N0000175459","Nucleoside Analog"
"1419","adefovir","N0000009947","Nucleoside Reverse Transcriptase Inhibitors"
"1420","adefovir","N0000009947","Nucleoside Reverse Transcriptase Inhibitors"
"1421","adefovir","N0000009947","Nucleoside Reverse Transcriptase Inhibitors"
"1422","adefovir","N0000008869","Decreased Reverse Transcription to DNA"
"1423","adefovir","N0000009357","Increased Immunologically Active Molecule Activity"
"1424","azatadine","D006634","Histamine H1 Antagonists"
"1425","Procaine","D000779","Anesthetics, Local"
"1426","Lisinopril","D000806","Angiotensin-Converting Enzyme Inhibitors"
"1427","Lisinopril","D000959","Antihypertensive Agents"
"1428","Lisinopril","D002316","Cardiotonic Agents"
"1429","Methoxamine","D013566","Sympathomimetics"
"1430","Methoxamine","D014662","Vasoconstrictor Agents"
"1431","Methoxamine","D058646","Adrenergic alpha-1 Receptor Agonists"
"1432","imiquimod","D000276","Adjuvants, Immunologic"
"1433","imiquimod","D000970","Antineoplastic Agents"
"1434","imiquimod","D007369","Interferon Inducers"
"1435","homatropine","D010276","Parasympatholytics"
"1436","homatropine","S01FA","Anticholinergics"
"1437","homatropine","N0000000999","Drug Hypersensitivity"
"1438","homatropine","N0000003321","Glaucoma, Angle-Closure"
"1439","homatropine","N0000001481","Hemorrhage"
"1440","homatropine","N0000001687","Inflammation"
"1441","homatropine","N0000003351","Mydriasis"
"1442","homatropine","N0000175840","Cholinergic Muscarinic Agonist"
"1443","homatropine","N0000175840","Cholinergic Muscarinic Agonist"
"1444","homatropine","N0000171598","homatropine"
"1445","homatropine","N0000000104","Cholinergic Muscarinic Agonists"
"1446","homatropine","N0000000125","Cholinergic Muscarinic Antagonists"
"1447","homatropine","N0000000104","Cholinergic Muscarinic Agonists"
"1448","homatropine","N0000008779","Decreased Parasympathetic Acetylcholine Activity"
"1449","homatropine","N0000009820","Pupillary Dilation"
"1450","Trimipramine","D000929","Antidepressive Agents, Tricyclic"
"1451","Trimipramine","D018759","Adrenergic Uptake Inhibitors"
"1452","Nitroglycerin","D014665","Vasodilator Agents"
"1453","Rocuronium","D003473","Neuromuscular Nondepolarizing Agents"
"1454","Diphemanil","A03AB","Synthetic anticholinergics, quaternary ammonium compounds"
"1455","Thiabendazole","D000871","Anthelmintics"
"1456","nateglinide","D007004","Hypoglycemic Agents"
"1457","Atracurium","D003473","Neuromuscular Nondepolarizing Agents"
"1458","Atracurium","D018733","Nicotinic Antagonists"
"1459","pralidoxime","D000931","Antidotes"
"1460","pralidoxime","D002801","Cholinesterase Reactivators"
"1461","Risperidone","D012702","Serotonin Antagonists"
"1462","Risperidone","D014150","Antipsychotic Agents"
"1463","Risperidone","D018492","Dopamine Antagonists"
"1464","naftifine","D000935","Antifungal Agents"
"1465","Esomeprazole","D000897","Anti-Ulcer Agents"
"1466","Esomeprazole","D054328","Proton Pump Inhibitors"
"1467","Meclizine","D000932","Antiemetics"
"1468","Meclizine","D006634","Histamine H1 Antagonists"
"1469","Meclizine","D018926","Anti-Allergic Agents"
"1470","Pentamidine","D000935","Antifungal Agents"
"1471","Pentamidine","D000981","Antiprotozoal Agents"
"1472","Pentamidine","D014344","Trypanocidal Agents"
"1473","Riluzole","D000927","Anticonvulsants"
"1474","Riluzole","D018691","Excitatory Amino Acid Antagonists"
"1475","Riluzole","D018696","Neuroprotective Agents"
"1476","Hydrocortisone","D000893","Anti-Inflammatory Agents"
"1477","Mannitol","D004234","Diuretics, Osmotic"
"1478","Gadobenate","N0000180184","Paramagnetic Contrast Agent"
"1479","Gadobenate","N0000175862","Magnetic Resonance Contrast Activity"
"1480","zileuton","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"1481","zileuton","D016859","Lipoxygenase Inhibitors"
"1482","zileuton","D020024","Leukotriene Antagonists"
"1483","modafinil","D064690","Wakefulness-Promoting Agents"
"1484","Deferoxamine","D017262","Siderophores"
"1485","Scopolamine","D000759","Adjuvants, Anesthesia"
"1486","Scopolamine","D009184","Mydriatics"
"1487","Scopolamine","D018680","Cholinergic Antagonists"
"1488","Scopolamine","D018727","Muscarinic Antagonists"
"1489","carbinoxamine","D006634","Histamine H1 Antagonists"
"1490","Etodolac","D052246","Cyclooxygenase 2 Inhibitors"
"1491","Prilocaine","D000779","Anesthetics, Local"
"1492","epinastine","D006634","Histamine H1 Antagonists"
"1493","Tranylcypromine","D000928","Antidepressive Agents"
"1494","Tranylcypromine","D008996","Monoamine Oxidase Inhibitors"
"1495","Tranylcypromine","D014151","Anti-Anxiety Agents"
"1496","Isoflurane","D018685","Anesthetics, Inhalation"
"1497","Ethotoin","D000927","Anticonvulsants"
"1498","Tretinoin","D000970","Antineoplastic Agents"
"1499","Tretinoin","D007641","Keratolytic Agents"
"1500","Hexachlorophene","D000891","Anti-Infective Agents, Local"
"1501","Dolasetron","D000932","Antiemetics"
"1502","Dolasetron","D012702","Serotonin Antagonists"
"1503","clopidogrel","D010975","Platelet Aggregation Inhibitors"
"1504","clopidogrel","D058921","Purinergic P2Y Receptor Antagonists"
"1505","Tetracycline","D000900","Anti-Bacterial Agents"
"1506","Tetracycline","D011500","Protein Synthesis Inhibitors"
"1507","meropenem","D000900","Anti-Bacterial Agents"
"1508","Potassium","N0000005839","Potassium"
"1509","irinotecan","D000972","Antineoplastic Agents, Phytogenic"
"1510","irinotecan","D011838","Radiation-Sensitizing Agents"
"1511","irinotecan","D059004","Topoisomerase I Inhibitors"
"1512","Methimazole","D013956","Antithyroid Agents"
"1513","Mometasone","D000893","Anti-Inflammatory Agents"
"1514","Mometasone","D018926","Anti-Allergic Agents"
"1515","Metyrosine","D004791","Enzyme Inhibitors"
"1516","Clavulanate","D000900","Anti-Bacterial Agents"
"1517","Clavulanate","D004791","Enzyme Inhibitors"
"1518","olopatadine","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"1519","olopatadine","D018926","Anti-Allergic Agents"
"1520","olopatadine","D039563","Histamine H1 Antagonists, Non-Sedating"
"1521","Alprostadil","D010975","Platelet Aggregation Inhibitors"
"1522","Alprostadil","D014665","Vasodilator Agents"
"1523","Alprostadil","D064804","Urological Agents"
"1524","clidinium","D010276","Parasympatholytics"
"1525","Malathion","D002800","Cholinesterase Inhibitors"
"1526","Etoposide","D000972","Antineoplastic Agents, Phytogenic"
"1527","Etoposide","D059005","Topoisomerase II Inhibitors"
"1528","Hydroflumethiazide","D000959","Antihypertensive Agents"
"1529","Hydroflumethiazide","D004232","Diuretics"
"1530","Hydroflumethiazide","D049993","Sodium Chloride Symporter Inhibitors"
"1531","tirofiban","D005343","Fibrinolytic Agents"
"1532","tirofiban","D010975","Platelet Aggregation Inhibitors"
"1533","oxcarbazepine","D000927","Anticonvulsants"
"1534","oxcarbazepine","D061567","Voltage-Gated Sodium Channel Blockers"
"1535","Roxithromycin","D000900","Anti-Bacterial Agents"
"1536","Phenelzine","D000928","Antidepressive Agents"
"1537","Phenelzine","D008996","Monoamine Oxidase Inhibitors"
"1538","Propantheline","D000897","Anti-Ulcer Agents"
"1539","Propantheline","D018727","Muscarinic Antagonists"
"1540","Estradiol","D004967","Estrogens"
"1541","Cryptenamine","D000959","Antihypertensive Agents"
"1542","Naproxen","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"1543","Naproxen","D006074","Gout Suppressants"
"1544","Naproxen","D016861","Cyclooxygenase Inhibitors"
"1545","Perindopril","D000806","Angiotensin-Converting Enzyme Inhibitors"
"1546","Perindopril","D000959","Antihypertensive Agents"
"1547","Tripelennamine","D006634","Histamine H1 Antagonists"
"1548","Tripelennamine","D018926","Anti-Allergic Agents"
"1549","haloprogin","D000935","Antifungal Agents"
"1550","Primidone","D000927","Anticonvulsants"
"1551","Sulfasalazine","D000890","Anti-Infective Agents"
"1552","Sulfasalazine","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"1553","Sulfasalazine","D005765","Gastrointestinal Agents"
"1554","Sulfasalazine","D018501","Antirheumatic Agents"
"1555","candesartan","D000959","Antihypertensive Agents"
"1556","candesartan","D047228","Angiotensin II Type 1 Receptor Blockers"
"1557","Tolazoline","D000317","Adrenergic alpha-Antagonists"
"1558","Tolazoline","D000959","Antihypertensive Agents"
"1559","Tolazoline","D014665","Vasodilator Agents"
"1560","tazarotene","D003879","Dermatologic Agents"
"1561","tazarotene","D007641","Keratolytic Agents"
"1562","Fenoldopam","D000959","Antihypertensive Agents"
"1563","Fenoldopam","D014665","Vasodilator Agents"
"1564","Fenoldopam","D018491","Dopamine Agonists"
"1565","halazepam","D014151","Anti-Anxiety Agents"
"1566","Alfentanil","D000701","Analgesics, Opioid"
"1567","Alfentanil","D009294","Narcotics"
"1568","Alfentanil","D018686","Anesthetics, Intravenous"
"1569","Colistin","D000900","Anti-Bacterial Agents"
"1570","Dicyclomine","D010276","Parasympatholytics"
"1571","Dicyclomine","D018727","Muscarinic Antagonists"
"1572","minaprine","D000928","Antidepressive Agents"
"1573","Pentoxifylline","D010726","Phosphodiesterase Inhibitors"
"1574","Pentoxifylline","D010975","Platelet Aggregation Inhibitors"
"1575","Pentoxifylline","D011837","Radiation-Protective Agents"
"1576","Pentoxifylline","D014665","Vasodilator Agents"
"1577","Pentoxifylline","D016166","Free Radical Scavengers"
"1578","proparacaine","D000779","Anesthetics, Local"
"1579","Indapamide","D000959","Antihypertensive Agents"
"1580","Indapamide","D004232","Diuretics"
"1581","Indapamide","D049993","Sodium Chloride Symporter Inhibitors"
"1582","Tropicamide","D009184","Mydriatics"
"1583","Tropicamide","D018727","Muscarinic Antagonists"
"1584","Biperiden","D000978","Antiparkinson Agents"
"1585","Biperiden","D010276","Parasympatholytics"
"1586","Biperiden","D018727","Muscarinic Antagonists"
"1587","Ribavirin","D000963","Antimetabolites"
"1588","Ribavirin","D000998","Antiviral Agents"
"1589","Phenylbutazone","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"1590","Fentanyl","D000701","Analgesics, Opioid"
"1591","Fentanyl","D000759","Adjuvants, Anesthesia"
"1592","Fentanyl","D009294","Narcotics"
"1593","Fentanyl","D018686","Anesthetics, Intravenous"
"1594","meloxicam","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"1595","meloxicam","D016861","Cyclooxygenase Inhibitors"
"1596","Sodium","N0000007201","Sodium"
"1597","rosoxacin","D000890","Anti-Infective Agents"
"1598","Propofol","D006993","Hypnotics and Sedatives"
"1599","Propofol","D018686","Anesthetics, Intravenous"
"1600","Acetazolamide","D000927","Anticonvulsants"
"1601","Acetazolamide","D002257","Carbonic Anhydrase Inhibitors"
"1602","Acetazolamide","D004232","Diuretics"
"1603","tadalafil","D014665","Vasodilator Agents"
"1604","tadalafil","D058986","Phosphodiesterase 5 Inhibitors"
"1605","tadalafil","D064804","Urological Agents"
"1606","carprofen","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"1607","carprofen","D017319","Photosensitizing Agents"
"1608","Disulfiram","D000427","Alcohol Deterrents"
"1609","Disulfiram","D004791","Enzyme Inhibitors"
"1610","Menthol","D000982","Antipruritics"
"1611","Natamycin","D000891","Anti-Infective Agents, Local"
"1612","Natamycin","D000900","Anti-Bacterial Agents"
"1613","Natamycin","D000935","Antifungal Agents"
"1614","Cinoxacin","D000890","Anti-Infective Agents"
